Ano;"Bloco Econômico";"Código CUCI Subgrupo";"Descrição CUCI Subgrupo";"Quilograma Líquido"
2001;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";140048630
2001;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";98260320
2001;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";76095330
2001;"União Europeia - UE";8215;"Outros móveis, de madeira";72146866
2001;"União Europeia - UE";0112;"Carne bovina congelada";69451846
2001;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";47168521
2001;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";33477699
2001;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";31938888
2001;"União Europeia - UE";2479;"Outras madeiras em bruto ou simplesmente esquadriada";15750000
2001;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";15111833
2001;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";13505712
2001;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";13161050
2001;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";12602430
2001;"União Europeia - UE";4222;"Óleo de palma e suas frações";10859394
2001;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";10854891
2001;"União Europeia - UE";2475;"Madeira de espécies não coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, manchas ou outros agentes de conservação das madeiras tropicais";6608500
2001;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";5596100
2001;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";3987050
2001;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";2114912
2001;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";2099901
2001;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";1066579
2001;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";748136
2001;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";445998
2001;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";290977
2001;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";194215
2001;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";132849
2001;"União Europeia - UE";0712;"Café torrado";65294
2001;"União Europeia - UE";2473;"Madeira em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, tratada com tinta, corantes ou outros agentes de conservação";52000
2001;"União Europeia - UE";0175;"Carne e miudezas (exceto fígado) de bovinos, preparado ou preservado";4435
2001;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";3717
2001;"União Europeia - UE";6349;"Madeira, em forma simples";2225
2001;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";1
